ID,Date,Date,Category,Category ID,Exercise Name,Exercise ID,Weight (lbs),Sets,Reps,Volume (lbs),Workout ID,Workout Type,Workout Type ID,E1RM
529,12/23/2022,2022-12-23,Pull,2,Barbell Row,6,175,2,8,2800,233,Hypertrophy,2,221.6666667
530,12/24/2022,2022-12-24,Rest,0,Rest,0,0,0,0,0,234,Rest,0,0
531,12/25/2022,2022-12-25,Rest,0,Rest,0,0,0,0,0,235,Rest,0,0
532,12/26/2022,2022-12-26,Push,1,Incline Bench Press,2,45,1,8,360,236,Hypertrophy,2,57
533,12/26/2022,2022-12-26,Push,1,Incline Bench Press,2,95,1,8,760,236,Hypertrophy,2,120.3333333
534,12/26/2022,2022-12-26,Push,1,Incline Bench Press,2,135,2,8,2160,236,Hypertrophy,2,171
535,12/27/2022,2022-12-27,Pull,2,Deadlift,4,135,1,8,1080,237,Hypertrophy,2,171
536,12/27/2022,2022-12-27,Pull,2,Deadlift,4,225,1,8,1800,237,Hypertrophy,2,285
537,12/27/2022,2022-12-27,Pull,2,Deadlift,4,315,2,8,5040,237,Hypertrophy,2,399
538,12/28/2022,2022-12-28,Legs,3,Barbell Squat,7,135,1,6,810,238,Hypertrophy,2,162
539,12/28/2022,2022-12-28,Legs,3,Barbell Squat,7,225,2,6,2700,238,Hypertrophy,2,270
540,12/28/2022,2022-12-28,Legs,3,Barbell Squat,7,275,2,6,3300,238,Hypertrophy,2,330
541,12/29/2022,2022-12-29,Push,1,Overhead Press,3,45,1,8,360,239,Hypertrophy,2,57
542,12/29/2022,2022-12-29,Push,1,Overhead Press,3,95,1,8,760,239,Hypertrophy,2,120.3333333
543,12/29/2022,2022-12-29,Push,1,Overhead Press,3,115,2,8,1840,239,Hypertrophy,2,145.6666667
544,12/30/2022,2022-12-30,Pull,2,Barbell Row,6,135,2,12,3240,240,Hypertrophy,2,189
545,12/30/2022,2022-12-30,Pull,2,Barbell Row,6,175,2,8,2800,240,Hypertrophy,2,221.6666667
546,12/31/2022,2022-12-31,Rest,0,Rest,0,0,0,0,0,241,Rest,0,0
